S_INFO_WINDCODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE,code
301006.SZ,迈拓股份,20210607,,301006
301007.SZ,德 迈 仕,20210616,,301007
301008.SZ,宏昌科技,20210611,,301008
301009.SZ,可靠股份,20210617,,301009
301010.SZ,晶雪节能,20210618,,301010
301011.SZ,华立科技,20210617,,301011
301012.SZ,扬电科技,20210622,,301012
301013.SZ,利 和 兴,20210629,,301013
301015.SZ,百洋医药,20210630,,301015
301016.SZ,雷 尔 伟,20210630,,301016
301017.SZ,漱玉平民,20210705,,301017
301018.SZ,申菱环境,20210707,,301018
301019.SZ,宁波色母,20210628,,301019
301020.SZ,密封科技,20210706,,301020
301021.SZ,英诺激光,20210706,,301021
301022.SZ,海 泰 科,20210702,,301022
301023.SZ,江南奕帆,20210707,,301023
301024.SZ,霍普股份,20210728,,301024
301025.SZ,读客文化,20210719,,301025
301026.SZ,浩通科技,20210716,,301026
301027.SZ,华蓝集团,20210715,,301027
301028.SZ,东亚机械,20210720,,301028
301029.SZ,怡 合 达,20210723,,301029
301030.SZ,仕净科技,20210722,,301030
301031.SZ,中熔电气,20210715,,301031
301032.SZ,新柴股份,20210722,,301032
301033.SZ,迈普医学,20210726,,301033
301035.SZ,润丰股份,20210728,,301035
301036.SZ,双乐股份,20210729,,301036
301037.SZ,保 立 佳,20210730,,301037
301038.SZ,深水规院,20210804,,301038
301039.SZ,中集车辆,20210708,,301039
301040.SZ,中环海陆,20210803,,301040
301041.SZ,金 百 泽,20210811,,301041
301042.SZ,安联锐视,20210805,,301042
301043.SZ,绿 岛 风,20210811,,301043
301045.SZ,天禄科技,20210813,,301045
301046.SZ,能辉科技,20210817,,301046
301047.SZ,义翘神州,20210816,,301047
301048.SZ,金鹰重工,20210818,,301048
301049.SZ,超越科技,20210824,,301049
301050.SZ,雷电微力,20210824,,301050
301051.SZ,信濠光电,20210827,,301051
301052.SZ,果麦文化,20210830,,301052
301053.SZ,远信工业,20210901,,301053
301055.SZ,张 小 泉,20210906,,301055
301056.SZ,森赫股份,20210907,,301056
301057.SZ,汇隆新材,20210909,,301057
301058.SZ,中粮科工,20210909,,301058
301059.SZ,金 三 江,20210913,,301059
301060.SZ,兰卫医学,20210913,,301060
301061.SZ,匠心家居,20210913,,301061
301062.SZ,上海艾录,20210914,,301062
301063.SZ,海锅股份,20210924,,301063
301065.SZ,本立科技,20210914,,301065
301066.SZ,万 事 利,20210922,,301066
301067.SZ,显盈科技,20210922,,301067
301068.SZ,大地海洋,20210928,,301068
301069.SZ,凯盛新材,20210927,,301069
301070.SZ,开勒股份,20210923,,301070
301071.SZ,力量钻石,20210924,,301071
301072.SZ,中捷精工,20210929,,301072
301073.SZ,君亭酒店,20210930,,301073
301075.SZ,多瑞医药,20210929,,301075
301076.SZ,新瀚新材,20211011,,301076
301077.SZ,星华新材,20210930,,301077
301078.SZ,孩 子 王,20211014,,301078
301079.SZ,邵阳液压,20211019,,301079
301080.SZ,百普赛斯,20211018,,301080
301081.SZ,严牌股份,20211020,,301081
301082.SZ,久盛电气,20211027,,301082
301083.SZ,百胜智能,20211021,,301083
301085.SZ,亚康股份,20211018,,301085
301086.SZ,鸿 富 瀚,20211020,,301086
301087.SZ,可孚医疗,20211025,,301087
301088.SZ,戎美股份,20211028,,301088
301089.SZ,拓新药业,20211027,,301089
301090.SZ,华润材料,20211026,,301090
301091.SZ,深 城 交,20211029,,301091
301092.SZ,争光股份,20211102,,301092
301093.SZ,华兰股份,20211101,,301093
301095.SZ,广 立 微,20220805,,301095
301096.SZ,百诚医药,20211220,,301096
301097.SZ,天益医疗,20220407,,301097
301098.SZ,金埔园林,20211112,,301098
301099.SZ,雅创电子,20211122,,301099
301100.SZ,风光股份,20211217,,301100
301101.SZ,明月镜片,20211216,,301101
301102.SZ,兆讯传媒,20220328,,301102
301103.SZ,何氏眼科,20220322,,301103
301106.SZ,骏成科技,20220128,,301106
301107.SZ,瑜欣电子,20220524,,301107
301108.SZ,洁雅股份,20211203,,301108
301109.SZ,军信股份,20220413,,301109
301110.SZ,青木股份,20220311,,301110
301111.SZ,粤万年青,20211207,,301111
301112.SZ,信邦智能,20220629,,301112
301113.SZ,雅艺科技,20211222,,301113
301115.SZ,建科股份,20220831,,301115
301116.SZ,益客食品,20220118,,301116
301117.SZ,佳缘科技,20220117,,301117
301118.SZ,恒光股份,20211118,,301118
301119.SZ,正强股份,20211122,,301119
301120.SZ,新特电气,20220419,,301120
301121.SZ,紫建电子,20220808,,301121
301122.SZ,采纳股份,20220126,,301122
301123.SZ,奕东电子,20220125,,301123
301125.SZ,腾亚精工,20220608,,301125
301126.SZ,达嘉维康,20211207,,301126
301127.SZ,天源环保,20211230,,301127
301128.SZ,强瑞技术,20211110,,301128
301129.SZ,瑞纳智能,20211102,,301129
301130.SZ,西点药业,20220223,,301130
301131.SZ,聚 赛 龙,20220314,,301131
301132.SZ,满坤科技,20220810,,301132
301133.SZ,金钟股份,20211126,,301133
301135.SZ,瑞德智能,20220412,,301135
301136.SZ,招标股份,20220111,,301136
301137.SZ,哈焊华通,20220322,,301137
301138.SZ,华研精机,20211215,,301138
301139.SZ,元道通信,20220708,,301139
301148.SZ,嘉戎技术,20220421,,301148
301149.SZ,隆华新材,20211110,,301149
301150.SZ,中一科技,20220421,,301150
301151.SZ,冠龙节能,20220411,,301151
301152.SZ,天力锂能,20220829,,301152
301153.SZ,中科江南,20220518,,301153
301155.SZ,海力风电,20211124,,301155
301156.SZ,美农生物,20220617,,301156
301158.SZ,德石股份,20220117,,301158
301159.SZ,三维天地,20220107,,301159
301160.SZ,翔楼新材,20220606,,301160
301161.SZ,唯万密封,20220914,,301161
301162.SZ,国能日新,20220429,,301162
301163.SZ,宏德股份,20220419,,301163
301165.SZ,Ｃ 锐 捷,20221121,,301165
301166.SZ,优 宁 维,20211228,,301166
301167.SZ,建研设计,20211206,,301167
301168.SZ,通灵股份,20211210,,301168
301169.SZ,零点有数,20211103,,301169
301171.SZ,易点天下,20220819,,301171
301175.SZ,中科环保,20220708,,301175
301176.SZ,逸豪新材,20220928,,301176
301177.SZ,迪阿股份,20211215,,301177
301178.SZ,天 亿 马,20211112,,301178
301179.SZ,泽宇智能,20211208,,301179
301180.SZ,万祥科技,20211116,,301180
301181.SZ,标榜股份,20220221,,301181
301182.SZ,凯旺科技,20211223,,301182
301183.SZ,东 田 微,20220524,,301183
301185.SZ,鸥玛软件,20211119,,301185
301186.SZ,超达装备,20211223,,301186
301187.SZ,欧圣电气,20220422,,301187
301188.SZ,力诺特玻,20211111,,301188
301189.SZ,奥尼电子,20211228,,301189
301190.SZ,善水科技,20211224,,301190
301191.SZ,菲菱科思,20220526,,301191
301192.SZ,泰祥股份,20220811,,301192
301193.SZ,家联科技,20211209,,301193
301195.SZ,北路智控,20220801,,301195
301196.SZ,唯科科技,20220111,,301196
301197.SZ,工大科雅,20220808,,301197
301198.SZ,喜悦智行,20211202,,301198
301199.SZ,迈赫股份,20211207,,301199
301200.SZ,大族数控,20220228,,301200
301201.SZ,诚达药业,20220120,,301201
301205.SZ,联特科技,20220913,,301205
301206.SZ,三元生物,20220210,,301206
301207.SZ,华兰疫苗,20220218,,301207
301208.SZ,中亦科技,20220707,,301208
301209.SZ,联合化学,20220825,,301209
301211.SZ,亨迪药业,20211222,,301211
301212.SZ,联盛化学,20220419,,301212
301213.SZ,观想科技,20211206,,301213
301215.SZ,中汽股份,20220308,,301215
301216.SZ,万凯新材,20220329,,301216
301217.SZ,铜冠铜箔,20220127,,301217
301218.SZ,华是科技,20220307,,301218
301219.SZ,腾远钴业,20220317,,301219
301220.SZ,亚香股份,20220622,,301220
301221.SZ,光庭信息,20211222,,301221
301222.SZ,浙江恒威,20220309,,301222
301223.SZ,中荣股份,20221026,,301223
301226.SZ,祥明智能,20220325,,301226
301227.SZ,森鹰窗业,20220926,,301227
301228.SZ,实朴检测,20220128,,301228
301229.SZ,纽 泰 格,20220222,,301229
301230.SZ,泓博医药,20221101,,301230
301231.SZ,荣信文化,20220908,,301231
301233.SZ,盛帮股份,20220706,,301233
301234.SZ,五洲医疗,20220705,,301234
301235.SZ,华康医疗,20220128,,301235
301236.SZ,软通动力,20220315,,301236
301237.SZ,和顺科技,20220323,,301237
301238.SZ,瑞泰新材,20220617,,301238
301239.SZ,普瑞眼科,20220705,,301239
301248.SZ,杰创智能,20220420,,301248
301256.SZ,华融化学,20220322,,301256
301257.SZ,普 蕊 斯,20220517,,301257
301258.SZ,富 士 莱,20220329,,301258
301259.SZ,艾 布 鲁,20220426,,301259
301263.SZ,泰 恩 康,20220329,,301263
301266.SZ,宇邦新材,20220608,,301266
301267.SZ,华厦眼科,20221107,,301267
301268.SZ,铭 利 达,20220407,,301268
301269.SZ,华大九天,20220729,,301269
301270.SZ,汉仪股份,20220831,,301270
301273.SZ,瑞晨环保,20221025,,301273
301276.SZ,嘉曼服饰,20220909,,301276
301277.SZ,Ｃ新天地,20221116,,301277
301278.SZ,快可电子,20220804,,301278
301279.SZ,金道科技,20220413,,301279
301282.SZ,金禄电子,20220826,,301282
301283.SZ,聚胶股份,20220902,,301283
301285.SZ,鸿 日 达,20220928,,301285
301286.SZ,侨源股份,20220614,,301286
301288.SZ,清研环境,20220422,,301288
301289.SZ,国缆检测,20220622,,301289
301296.SZ,新 巨 丰,20220902,,301296
301298.SZ,东利机械,20220606,,301298
301299.SZ,卓创资讯,20221019,,301299
301300.SZ,远翔新材,20220819,,301300
301302.SZ,华如科技,20220623,,301302
301306.SZ,西测测试,20220726,,301306
301308.SZ,江 波 龙,20220805,,301308
301309.SZ,万 得 凯,20220919,,301309
301312.SZ,智 立 方,20220711,,301312
301313.SZ,凡拓数创,20220930,,301313
301316.SZ,慧博云通,20221013,,301316
301318.SZ,维 海 德,20220810,,301318
301319.SZ,唯 特 偶,20220929,,301319
301321.SZ,翰博高新,20220818,,301321
301326.SZ,捷邦科技,20220921,,301326
301327.SZ,华宝新能,20220919,,301327
301328.SZ,维峰电子,20220908,,301328
301330.SZ,熵基科技,20220817,,301330
301331.SZ,恩威医药,20220921,,301331
301333.SZ,诺 思 格,20220802,,301333
301335.SZ,Ｃ天元宠,20221118,,301335
301336.SZ,趣睡科技,20220812,,301336
301338.SZ,凯格精机,20220816,,301338
301339.SZ,通 行 宝,20220909,,301339
301349.SZ,信德新材,20220909,,301349
301356.SZ,天振股份,20221114,,301356
301359.SZ,东南电子,20221109,,301359
301361.SZ,Ｃ 众 智,20221116,,301361
301363.SZ,美好医疗,20221012,,301363
301365.SZ,Ｎ 矩 阵,20221122,,301365
301366.SZ,一博科技,20220926,,301366
301367.SZ,怡和嘉业,20221101,,301367
301369.SZ,联动科技,20220922,,301369
301377.SZ,Ｎ 鼎 泰,20221122,,301377
301379.SZ,天山电子,20221101,,301379
301380.SZ,挖 金 客,20221025,,301380
301388.SZ,欣灵电气,20221109,,301388
301389.SZ,隆扬电子,20221031,,301389
301396.SZ,宏景科技,20221111,,301396
600000.SH,浦发银行,19991110,,600000
600001.SH,邯郸钢铁,19980122,20091229.0,600001
600002.SH,齐鲁石化,19980408,20060424.0,600002
600003.SH,ST东北高,19990810,20100226.0,600003
600004.SH,白云机场,20030428,,600004
600005.SH,武钢股份,19990803,20170214.0,600005
600006.SH,东风汽车,19990727,,600006
600007.SH,中国国贸,19990312,,600007
600008.SH,首创环保,20000427,,600008
600009.SH,上海机场,19980218,,600009
600010.SH,包钢股份,20010309,,600010
600011.SH,华能国际,20011206,,600011
600012.SH,皖通高速,20030107,,600012
600015.SH,华夏银行,20030912,,600015
600016.SH,民生银行,20001219,,600016
600017.SH,日 照 港,20061017,,600017
600018.SH,上港集团,20061026,,600018
600019.SH,宝钢股份,20001212,,600019
600020.SH,中原高速,20030808,,600020
600021.SH,上海电力,20031029,,600021
600022.SH,山东钢铁,20040629,,600022
600023.SH,浙能电力,20131219,,600023
600025.SH,华能水电,20171215,,600025
600026.SH,中远海能,20020523,,600026
600027.SH,华电国际,20050203,,600027
600028.SH,中国石化,20010808,,600028
600029.SH,南方航空,20030725,,600029
600030.SH,中信证券,20030106,,600030
600031.SH,三一重工,20030703,,600031
600032.SH,浙江新能,20210525,,600032
600033.SH,福建高速,20010209,,600033
600035.SH,楚天高速,20040310,,600035
600036.SH,招商银行,20020409,,600036
600037.SH,歌华有线,20010208,,600037
600038.SH,中直股份,20001218,,600038
600039.SH,四川路桥,20030325,,600039
600048.SH,保利发展,20060731,,600048
600050.SH,中国联通,20021009,,600050
600051.SH,宁波联合,19970410,,600051
600052.SH,东望时代,19970415,,600052
600053.SH,九鼎投资,19970418,,600053
600054.SH,黄山旅游,19970506,,600054
600055.SH,万东医疗,19970519,,600055
600056.SH,中国医药,19970515,,600056
600057.SH,厦门象屿,19970604,,600057
600058.SH,五矿发展,19970528,,600058
600059.SH,古越龙山,19970516,,600059
600060.SH,海信视像,19970422,,600060
600061.SH,国投资本,19970519,,600061
600062.SH,华润双鹤,19970522,,600062
600063.SH,皖维高新,19970528,,600063
600064.SH,南京高科,19970506,,600064
600065.SH,*ST 联谊,19970523,20071213.0,600065
600066.SH,宇通客车,19970508,,600066
600067.SH,冠城大通,19970508,,600067
600068.SH,葛 洲 坝,19970526,20210913.0,600068
600069.SH,退市银鸽,19970430,20200827.0,600069
600070.SH,浙江富润,19970604,,600070
600071.SH,凤凰光学,19970528,,600071
600072.SH,中船科技,19970603,,600072
600073.SH,上海梅林,19970704,,600073
600074.SH,退市保千,19970623,20200602.0,600074
600075.SH,新疆天业,19970617,,600075
600076.SH,康欣新材,19970526,,600076
600077.SH,宋都股份,19970520,,600077
600078.SH,ST 澄 星,19970627,,600078
600079.SH,人福医药,19970606,,600079
600080.SH,金花股份,19970612,,600080
600081.SH,东风科技,19970703,,600081
600082.SH,海泰发展,19970620,,600082
600083.SH,博信股份,19970606,,600083
600084.SH,中葡股份,19970711,,600084
600085.SH,同 仁 堂,19970625,,600085
600086.SH,退市金钰,19970606,20210317.0,600086
600087.SH,退市长油,19970612,20140605.0,600087
600088.SH,中视传媒,19970616,,600088
600089.SH,特变电工,19970618,,600089
600090.SH,退市济堂,19970616,20220707.0,600090
600091.SH,退市明科,19970704,20220621.0,600091
600092.SH,S*ST精密,19970626,20061130.0,600092
600093.SH,退市易见,19970626,20220623.0,600093
600094.SH,大 名 城,19970703,,600094
600095.SH,湘财股份,19970708,,600095
600096.SH,云 天 化,19970709,,600096
600097.SH,开创国际,19970619,,600097
600098.SH,广州发展,19970718,,600098
600099.SH,林海股份,19970704,,600099
600100.SH,同方股份,19970627,,600100
600101.SH,明星电力,19970627,,600101
600102.SH,莱钢股份,19970828,20120228.0,600102
600103.SH,青山纸业,19970703,,600103
600104.SH,上汽集团,19971125,,600104
600105.SH,永鼎股份,19970929,,600105
600106.SH,重庆路桥,19970618,,600106
600107.SH,美 尔 雅,19971106,,600107
600108.SH,亚盛集团,19970818,,600108
600109.SH,国金证券,19970807,,600109
600110.SH,诺德股份,19971007,,600110
600111.SH,北方稀土,19970924,,600111
600112.SH,ST 天 成,19971127,,600112
600113.SH,浙江东日,19971021,,600113
600114.SH,东睦股份,20040511,,600114
600115.SH,中国东航,19971105,,600115
600116.SH,三峡水利,19970804,,600116
600117.SH,西宁特钢,19971015,,600117
600118.SH,中国卫星,19970908,,600118
600119.SH,长江投资,19980115,,600119
600120.SH,浙江东方,19971201,,600120
600121.SH,郑州煤电,19980107,,600121
600122.SH,ST 宏 图,19980420,,600122
600123.SH,兰花科创,19981217,,600123
600125.SH,铁龙物流,19980511,,600125
600126.SH,杭钢股份,19980311,,600126
600127.SH,金健米业,19980506,,600127
600128.SH,弘业股份,19970901,,600128
600129.SH,太极集团,19971118,,600129
600130.SH,波导股份,20000706,,600130
600131.SH,国网信通,19980402,,600131
600132.SH,重庆啤酒,19971030,,600132
600133.SH,东湖高新,19980212,,600133
600135.SH,乐凯胶片,19980122,,600135
600136.SH,ST 明 诚,19980303,,600136
600137.SH,浪莎股份,19980416,,600137
600138.SH,中 青 旅,19971203,,600138
600139.SH,*ST 西源,19980225,,600139
600141.SH,兴发集团,19990616,,600141
600143.SH,金发科技,20040623,,600143
600145.SH,退市新亿,19990923,20220428.0,600145
600146.SH,退市环球,19990707,20220630.0,600146
600148.SH,长春一东,19980520,,600148
600149.SH,廊坊发展,19991014,,600149
600150.SH,中国船舶,19980520,,600150
600151.SH,航天机电,19980605,,600151
600152.SH,维科技术,19980609,,600152
600153.SH,建发股份,19980616,,600153
600155.SH,华创阳安,19980918,,600155
600156.SH,华升股份,19980527,,600156
600157.SH,永泰能源,19980513,,600157
600158.SH,中体产业,19980327,,600158
600159.SH,大龙地产,19980526,,600159
600160.SH,巨化股份,19980626,,600160
600161.SH,天坛生物,19980616,,600161
600162.SH,香江控股,19980609,,600162
600163.SH,中闽能源,19980602,,600163
600165.SH,新日恒力,19980529,,600165
600166.SH,福田汽车,19980602,,600166
600167.SH,联美控股,19990128,,600167
600168.SH,武汉控股,19980427,,600168
600169.SH,太原重工,19980904,,600169
600170.SH,上海建工,19980623,,600170
600171.SH,上海贝岭,19980924,,600171
600172.SH,黄河旋风,19981126,,600172
600173.SH,卧龙地产,19990415,,600173
600175.SH,退市美都,19990408,20200814.0,600175
600176.SH,中国巨石,19990422,,600176
600177.SH,雅 戈 尔,19981119,,600177
600178.SH,东安动力,19981014,,600178
600179.SH,安通控股,19981104,,600179
600180.SH,瑞 茂 通,19980703,,600180
600181.SH,S*ST云大,19980928,20070601.0,600181
600182.SH,S*ST佳通,19990507,,600182
600183.SH,生益科技,19981028,,600183
600184.SH,光电股份,20031106,,600184
600185.SH,格力地产,19990611,,600185
600186.SH,莲花健康,19980825,,600186
600187.SH,国中水务,19981111,,600187
600188.SH,兖矿能源,19980701,,600188
600189.SH,泉 阳 泉,19981007,,600189
600190.SH,锦 州 港,19990609,,600190
600191.SH,华资实业,19981210,,600191
600192.SH,长城电工,19981224,,600192
600193.SH,创兴资源,19990527,,600193
600195.SH,中牧股份,19990107,,600195
600196.SH,复星医药,19980807,,600196
600197.SH,伊 力 特,19990916,,600197
600198.SH,大唐电信,19981021,,600198
600199.SH,金种子酒,19980812,,600199
600200.SH,江苏吴中,19990401,,600200
600201.SH,生物股份,19990115,,600201
600202.SH,哈 空 调,19990603,,600202
600203.SH,福日电子,19990514,,600203
600205.SH,S 山东铝,19990630,20070430.0,600205
600206.SH,有研新材,19990319,,600206
600207.SH,安彩高科,19990714,,600207
600208.SH,新湖中宝,19990623,,600208
600209.SH,退市罗顿,19990325,20220622.0,600209
600210.SH,紫江企业,19990824,,600210
600211.SH,西藏药业,19990721,,600211
600212.SH,绿能慧充,19990817,,600212
600213.SH,亚星客车,19990831,,600213
600215.SH,派 斯 林,19990909,,600215
600216.SH,浙江医药,19991021,,600216
600217.SH,中再资环,19991216,,600217
600218.SH,全柴动力,19981203,,600218
600219.SH,南山铝业,19991223,,600219
600220.SH,江苏阳光,19990927,,600220
600221.SH,海航控股,19991125,,600221
600222.SH,太龙药业,19991105,,600222
600223.SH,鲁商发展,20000113,,600223
600225.SH,卓朗科技,20000127,,600225
600226.SH,ST 瀚 叶,19991116,,600226
600227.SH,圣 济 堂,20000221,,600227
600228.SH,返利科技,19990119,,600228
600229.SH,城市传媒,20000309,,600229
600230.SH,沧州大化,20000406,,600230
600231.SH,凌钢股份,20000511,,600231
600232.SH,金鹰股份,20000602,,600232
600233.SH,圆通速递,20000608,,600233
600234.SH,科新发展,20000615,,600234
600235.SH,民丰特纸,20000615,,600235
600236.SH,桂冠电力,20000323,,600236
600237.SH,铜峰电子,20000609,,600237
600238.SH,海南椰岛,20000120,,600238
600239.SH,ST 云 城,19991202,,600239
600240.SH,退市华业,20000628,20200205.0,600240
600241.SH,ST 时 万,20001128,,600241
600242.SH,*ST 中昌,20001207,,600242
600243.SH,青海华鼎,20001120,,600243
600246.SH,万通发展,20000922,,600246
600247.SH,*ST 成城,20001123,20210322.0,600247
600248.SH,陕西建工,20000622,,600248
600249.SH,两 面 针,20040130,,600249
600250.SH,南纺股份,20010306,,600250
600251.SH,冠农股份,20030609,,600251
600252.SH,中恒集团,20001130,,600252
600253.SH,天方药业,20001227,20130715.0,600253
600255.SH,鑫科材料,20001122,,600255
600256.SH,广汇能源,20000526,,600256
600257.SH,大湖股份,20000612,,600257
600258.SH,首旅酒店,20000601,,600258
600259.SH,广晟有色,20000525,,600259
600260.SH,*ST 凯乐,20000706,,600260
600261.SH,阳光照明,20000720,,600261
600262.SH,北方股份,20000630,,600262
600263.SH,路桥建设,20000725,20120301.0,600263
600265.SH,ST 景 谷,20000825,,600265
600266.SH,城建发展,19990203,,600266
600267.SH,海正药业,20000725,,600267
600268.SH,国电南自,19991118,,600268
600269.SH,赣粤高速,20000518,,600269
600270.SH,外运发展,20001228,20181228.0,600270
600271.SH,航天信息,20030711,,600271
600272.SH,开开实业,20010228,,600272
600273.SH,嘉化能源,20030627,,600273
600275.SH,退市昌鱼,20000810,20220622.0,600275
600276.SH,恒瑞医药,20001018,,600276
600277.SH,亿利洁能,20000725,,600277
600278.SH,东方创业,20000712,,600278
600279.SH,重 庆 港,20000731,,600279
600280.SH,中央商场,20000926,,600280
600281.SH,华阳新材,20001109,,600281
600282.SH,南钢股份,20000919,,600282
600283.SH,钱江水利,20001018,,600283
600284.SH,浦东建设,20040316,,600284
600285.SH,羚锐制药,20001018,,600285
600286.SH,S*ST国瓷,19991209,20070531.0,600286
600287.SH,江苏舜天,20000901,,600287
600288.SH,大恒科技,20001129,,600288
600289.SH,ST 信 通,20000720,,600289
600290.SH,ST 华 仪,20001106,,600290
600291.SH,退市西水,20000731,20220614.0,600291
600292.SH,远达环保,20001101,,600292
600293.SH,三峡新材,20000919,,600293
600295.SH,鄂尔多斯,20010426,,600295
600296.SH,S 兰  铝,20000719,20070430.0,600296
600297.SH,广汇汽车,20001116,,600297
600298.SH,安琪酵母,20000818,,600298
600299.SH,安 迪 苏,20000420,,600299
600300.SH,维维股份,20000630,,600300
600301.SH,南化股份,20000712,,600301
600302.SH,标准股份,20001213,,600302
600303.SH,ST 曙 光,20001226,,600303
600305.SH,恒顺醋业,20010206,,600305
600306.SH,ST 商 城,20001226,,600306
600307.SH,酒钢宏兴,20001220,,600307
600308.SH,华泰股份,20000928,,600308
600309.SH,万华化学,20010105,,600309
600310.SH,桂东电力,20010228,,600310
600311.SH,*ST 荣华,20010626,,600311
600312.SH,平高电气,20010221,,600312
600313.SH,农发种业,20010119,,600313
600315.SH,上海家化,20010315,,600315
600316.SH,洪都航空,20001215,,600316
600317.SH,营 口 港,20020131,20210129.0,600317
600318.SH,新力金融,20001208,,600318
600319.SH,亚星化学,20010326,,600319
600320.SH,振华重工,20001221,,600320
600321.SH,正源股份,20010524,,600321
600322.SH,天房发展,20010910,,600322
600323.SH,瀚蓝环境,20001225,,600323
600325.SH,华发股份,20040225,,600325
600326.SH,西藏天路,20010116,,600326
600327.SH,大 东 方,20020625,,600327
600328.SH,中盐化工,20001222,,600328
600329.SH,达 仁 堂,20010606,,600329
600330.SH,天通股份,20010118,,600330
600331.SH,宏达股份,20011220,,600331
600332.SH,白 云 山,20010206,,600332
600333.SH,长春燃气,20001211,,600333
600335.SH,国机汽车,20010305,,600335
600336.SH,澳 柯 玛,20001229,,600336
600337.SH,美克家居,20001127,,600337
600338.SH,西藏珠峰,20001227,,600338
600339.SH,中油工程,20001225,,600339
600340.SH,华夏幸福,20031230,,600340
600343.SH,航天动力,20030408,,600343
600345.SH,长江通信,20001222,,600345
600346.SH,恒力石化,20010820,,600346
600348.SH,华阳股份,20030821,,600348
600350.SH,山东高速,20020318,,600350
600351.SH,亚宝药业,20020926,,600351
600352.SH,浙江龙盛,20030801,,600352
600353.SH,旭光电子,20021120,,600353
600354.SH,敦煌种业,20040115,,600354
600355.SH,精伦电子,20020613,,600355
600356.SH,恒丰纸业,20010419,,600356
600357.SH,承德钒钛,20020906,20091229.0,600357
600358.SH,国旅联合,20000922,,600358
600359.SH,新农开发,19990429,,600359
600360.SH,华微电子,20010316,,600360
600361.SH,华联综超,20011129,,600361
600362.SH,江西铜业,20020111,,600362
600363.SH,联创光电,20010329,,600363
600365.SH,ST 通 葡,20010115,,600365
600366.SH,宁波韵升,20001030,,600366
600367.SH,红星发展,20010320,,600367
600368.SH,五洲交通,20001221,,600368
600369.SH,西南证券,20010109,,600369
600370.SH,三 房 巷,20030306,,600370
600371.SH,万向德农,20020916,,600371
600372.SH,中航电子,20010706,,600372
600373.SH,中文传媒,20020304,,600373
600375.SH,汉马科技,20030401,,600375
600376.SH,首开股份,20010312,,600376
600377.SH,宁沪高速,20010116,,600377
600378.SH,昊华科技,20010111,,600378
600379.SH,宝光股份,20020116,,600379
600380.SH,健 康 元,20010608,,600380
600381.SH,青海春天,20010508,,600381
600382.SH,ST 广 珠,20010118,,600382
600383.SH,金地集团,20010412,,600383
600385.SH,退市金泰,20010723,20220707.0,600385
600386.SH,北巴传媒,20010216,,600386
600387.SH,ST 海 越,20040218,,600387
600388.SH,ST 龙 净,20001229,,600388
600389.SH,江山股份,20010110,,600389
600390.SH,五矿资本,20010115,,600390
600391.SH,航发科技,20011212,,600391
600392.SH,盛和资源,20030529,,600392
600393.SH,粤泰股份,20010319,,600393
600395.SH,盘江股份,20010531,,600395
600396.SH,金山股份,20010328,,600396
600397.SH,安源煤业,20020702,,600397
600398.SH,海澜之家,20001228,,600398
600399.SH,抚顺特钢,20001229,,600399
600400.SH,红豆股份,20010108,,600400
600401.SH,退市海润,20030924,20190712.0,600401
600403.SH,大有能源,20031009,,600403
600405.SH,动 力 源,20040401,,600405
600406.SH,国电南瑞,20031016,,600406
600408.SH,安泰集团,20030212,,600408
600409.SH,三友化工,20030618,,600409
600410.SH,华胜天成,20040427,,600410
600415.SH,小商品城,20020509,,600415
600416.SH,湘电股份,20020718,,600416
600418.SH,江淮汽车,20010824,,600418
600419.SH,天润乳业,20010628,,600419
600420.SH,国药现代,20040616,,600420
600421.SH,华嵘控股,20040607,,600421
600422.SH,昆药集团,20001206,,600422
600423.SH,柳化股份,20030717,,600423
600425.SH,青松建化,20030724,,600425
600426.SH,华鲁恒升,20020620,,600426
600428.SH,中远海特,20020418,,600428
600429.SH,三元股份,20030915,,600429
600432.SH,退市吉恩,20030905,20180713.0,600432
600433.SH,冠豪高新,20030619,,600433
600435.SH,北方导航,20030704,,600435
600436.SH,片 仔 癀,20030616,,600436
600438.SH,通威股份,20040302,,600438
600439.SH,瑞 贝 卡,20030710,,600439
600444.SH,国机通用,20040219,,600444
600446.SH,金证股份,20031224,,600446
600448.SH,华纺股份,20010903,,600448
600449.SH,宁夏建材,20030829,,600449
600452.SH,涪陵电力,20040303,,600452
600455.SH,博通股份,20040329,,600455
600456.SH,宝钛股份,20020412,,600456
600458.SH,时代新材,20021219,,600458
600459.SH,贵研铂业,20030516,,600459
600460.SH,士 兰 微,20030311,,600460
600461.SH,洪城环境,20040601,,600461
600462.SH,ST 九 有,20030903,,600462
600463.SH,空港股份,20040318,,600463
600466.SH,蓝光发展,20010212,,600466
600467.SH,好 当 家,20040405,,600467
600468.SH,百利电气,20010615,,600468
600469.SH,风神股份,20031021,,600469
600470.SH,六国化工,20040305,,600470
600472.SH,包头铝业,20050509,20071226.0,600472
600475.SH,华光环能,20030721,,600475
600476.SH,湘邮科技,20031210,,600476
600477.SH,杭萧钢构,20031110,,600477
600478.SH,科 力 远,20030918,,600478
600479.SH,千金药业,20040312,,600479
600480.SH,凌云股份,20030815,,600480
600481.SH,双良节能,20030422,,600481
600482.SH,中国动力,20040714,,600482
600483.SH,福能股份,20040531,,600483
600485.SH,*ST 信威,20030807,20210601.0,600485
600486.SH,扬农化工,20020425,,600486
